标题,售价,单价,小区,区域,户型,面积,朝向,装修,楼层,楼层类型,楼层数,建筑结构,年份,详情页,面积数值,楼层数值,房间数,厅数,每房间价格,每平米房间数,是否南北通透,楼层类型编码,装修编码,cluster
阳光100凤凰社稀有一线江景三房,142.0,12860,阳光100凤凰社 ,阳光100,3室2厅,110.42平米,南,精装,高楼层(共16层) ,高,16,板楼,unknown,https://cs.lianjia.com/ershoufang/104115369204.html,110.42,16.0,3.0,2.0,47.333333333333336,0.027168991124796232,0,2.0,2,1
中y空调+地暖+新风 现代简约装修 园林景观 诚意出售,149.8,14341,北辰三角洲奥城E6区 ,北辰三角洲,3室2厅,104.46平米,南,其他,中楼层(共40层),中,40,板塔结合,2017年,https://cs.lianjia.com/ershoufang/104114603012.html,104.46,40.0,3.0,2.0,49.93333333333334,0.02871912693854107,0,1.0,1,1
3号线地铁口，南北双阳台，精装大三房，中间层采光好,79.8,7074,世锦家和院 ,开元路,4室2厅,112.82平米,南,精装,中楼层(共32层),中,32,板塔结合,2013年,https://cs.lianjia.com/ershoufang/104115351995.html,112.82,32.0,4.0,2.0,19.95,0.03545470661230279,0,1.0,2,1
时代倾城 2室1厅 南,88.0,8602,时代倾城 ,金星北,2室1厅,102.31平米,南,精装,中楼层(共35层),中,35,板塔结合,2014年,https://cs.lianjia.com/ershoufang/104116397238.html,102.31,35.0,2.0,1.0,44.0,0.01954843123839312,0,1.0,2,0
富基五期顶楼三房两卫 出价就谈 随时看房 视野好,52.8,4889,富基世纪公园 ,金星北,3室1厅,108平米,南 北,毛坯,高楼层(共31层),高,31,板塔结合,2017年,https://cs.lianjia.com/ershoufang/104116367856.html,108.0,31.0,3.0,1.0,17.599999999999998,0.027777777777777776,1,2.0,0,2
万科大平层，高品质花园小区，全新四房带新风和地暖,180.0,12465,万科森林公园 ,金星北,4室2厅,144.41平米,南,精装,高楼层(共21层) ,高,21,暂无数据,unknown,https://cs.lianjia.com/ershoufang/104115285574.html,144.41,21.0,4.0,2.0,45.0,0.02769891281767191,0,2.0,2,1
地铁口五层真洋房！两个大露台从未入住过！诚心出售！,188.0,11910,恒大御景天下一期 ,金霞,4室2厅,157.86平米,南,精装,中楼层(共5层) ,中,5,暂无数据,unknown,https://cs.lianjia.com/ershoufang/104112121662.html,157.86,5.0,4.0,2.0,47.0,0.025338907893069806,0,1.0,2,3
广电商圈 恒大雅苑 精装大三房 双地铁,110.0,8987,恒大雅苑 ,广电,3室2厅,122.4平米,南 北,精装,低楼层(共32层) ,低,32,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104115622902.html,122.4,32.0,3.0,2.0,36.666666666666664,0.024509803921568627,1,0.0,2,4
地铁口，此房满五唯一，中间楼层，采光好,32.0,7258,步步高梅溪新天地 ,东方红,1室1厅,44.09平米,南,其他,高楼层(共30层),高,30,塔楼,2016年,https://cs.lianjia.com/ershoufang/104116066994.html,44.09,30.0,1.0,1.0,32.0,0.0226808800181447,0,2.0,1,0
地铁口  清水毛坯  湘江边 户型周正 采光好,103.8,10594,奥克斯滨仕花园 ,洋湖垸,3室2厅,97.98平米,南,毛坯,低楼层(共30层),低,30,板塔结合,2016年,https://cs.lianjia.com/ershoufang/104111692450.html,97.98,30.0,3.0,2.0,34.6,0.03061849357011635,0,0.0,0,2
滨江三大天王盘之万科品质+楼层视野保养好+南北通户型,266.0,18919,万科里金域国际 ,滨江新城,4室2厅,140.6平米,南 北,精装,中楼层(共47层),中,47,板塔结合,2014年,https://cs.lianjia.com/ershoufang/104115267222.html,140.6,47.0,4.0,2.0,66.5,0.02844950213371266,1,1.0,2,4
托斯卡纳，圭塘河畔露台洋房，精装四房，拎包入住,235.0,13688,托斯卡纳 ,喜盈门,4室1厅,171.69平米,南,精装,中楼层(共4层),中,4,板楼,2009年,https://cs.lianjia.com/ershoufang/104114663567.html,171.69,4.0,4.0,1.0,58.75,0.02329780418195585,0,1.0,2,3
近地铁  三开间朝南  全新精空  花园小区,73.8,5625,恒大名都 ,金星北,3室2厅,131.21平米,南,精装,高楼层(共32层) ,高,32,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104111368788.html,131.21,32.0,3.0,2.0,24.599999999999998,0.022864110967151893,0,2.0,2,1
6-7号线双地铁口 窑岭 远东大三居 看房方便 简单装修,78.0,5834,远东公寓 ,窑岭,3室2厅,133.7平米,东北,其他,中楼层(共30层) ,中,30,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104115540417.html,133.7,30.0,3.0,2.0,26.0,0.02243829468960359,0,1.0,1,1
单位院子停车方便南北对流大三房,50.0,4754,王公塘赛福尔公寓 ,桂花村,3室1厅,105.18平米,南,简装,中楼层(共9层),中,9,板楼,2005年,https://cs.lianjia.com/ershoufang/104116155224.html,105.18,9.0,3.0,1.0,16.666666666666668,0.028522532800912718,0,1.0,1,0
星巢park 毛坯四房 带家具家电 ，配套齐全,78.0,6748,乾源国际广场 ,金星北,4室2厅,115.6平米,南,其他,高楼层(共32层),高,32,板楼,2018年,https://cs.lianjia.com/ershoufang/104115764887.html,115.6,32.0,4.0,2.0,19.5,0.03460207612456748,0,2.0,1,1
长郡137户型急售，得房率高，唯一省个税,102.8,7504,润和星城·润和长郡 ,金星北,5室2厅,137平米,南,毛坯,低楼层(共34层) ,低,34,塔楼,unknown,https://cs.lianjia.com/ershoufang/104112209007.html,137.0,34.0,5.0,2.0,20.56,0.0364963503649635,0,0.0,0,2
近地铁，靠湘江，清水毛坯，出行方便·,120.0,8747,蓝光雍锦半岛 ,岳麓其他,4室2厅,137.2平米,东南 南,毛坯,低楼层(共24层),低,24,板塔结合,2020年,https://cs.lianjia.com/ershoufang/104112939729.html,137.2,24.0,4.0,2.0,30.0,0.02915451895043732,0,0.0,0,2
轻奢国际 1室1厅 南,28.0,8226,轻奢国际 ,雷锋大道,1室1厅,34.04平米,南,精装,中楼层(共20层) ,中,20,暂无数据,unknown,https://cs.lianjia.com/ershoufang/104115261827.html,34.04,20.0,1.0,1.0,28.0,0.02937720329024677,0,1.0,2,0
正地铁口5米五号线精装住宅公寓出行方便预约看房,27.0,5791,山水湾 ,万家丽北,1室1厅,46.63平米,南,精装,高楼层(共31层),高,31,板塔结合,2015年,https://cs.lianjia.com/ershoufang/104115347160.html,46.63,31.0,1.0,1.0,27.0,0.02144542140253056,0,2.0,2,0
澳海澜庭月亮湾洋房 精装小三房 视野开阔,63.0,7557,澳海澜庭月亮湾 ,金星北,4室2厅,83.37平米,南 北,其他,高楼层(共6层),高,6,暂无数据,2015年,https://cs.lianjia.com/ershoufang/104115699177.html,83.37,6.0,4.0,2.0,15.75,0.04797888928871297,1,2.0,1,4
满五唯一，地铁口，视野开阔，配套设施齐全,65.0,7462,时代倾城 ,金星北,2室2厅,87.11平米,南,简装,低楼层(共34层),低,34,板塔结合,2012年,https://cs.lianjia.com/ershoufang/104115782297.html,87.11,34.0,2.0,2.0,32.5,0.022959476523935256,0,0.0,1,3
晟通城洋房 采光好 视野佳 精装修  急售,39.8,4140,晟通城 ,望城区,3室2厅,96.14平米,南,简装,高楼层(共8层),高,8,板楼,2014年,https://cs.lianjia.com/ershoufang/104115873756.html,96.14,8.0,3.0,2.0,13.266666666666666,0.031204493447056374,0,2.0,1,1
此房已经满二，住宅性质，两房，首付6万 近地铁,38.5,6004,洋湖明园一期 ,岳麓其他,2室1厅,64.13平米,北,精装,高楼层(共22层) ,高,22,板楼,unknown,https://cs.lianjia.com/ershoufang/104116075361.html,64.13,22.0,2.0,1.0,19.25,0.031186652112895685,0,2.0,2,0
马厂地铁口近  通透四房 中高层 得房率高 视野好,122.0,10007,万科城三期 ,福元西路,4室2厅,121.92平米,南 北,其他,高楼层(共34层),高,34,板塔结合,2014年,https://cs.lianjia.com/ershoufang/104115988958.html,121.92,34.0,4.0,2.0,30.5,0.03280839895013123,1,2.0,1,4
万科松湖天地一线湖景精装修大平层急售,360.0,14914,万科松湖天地 ,松雅湖,5室2厅,241.39平米,南,精装,高楼层(共14层) ,高,14,板楼,unknown,https://cs.lianjia.com/ershoufang/104116127442.html,241.39,14.0,5.0,2.0,72.0,0.020713368407970504,0,2.0,2,1
金星北优质清水毛坯电梯洋房大五房,88.8,6396,澳海澜庭 ,金星北,5室2厅,138.84平米,南,毛坯,中楼层(共11层),中,11,板楼,2017年,https://cs.lianjia.com/ershoufang/104111662858.html,138.84,11.0,5.0,2.0,17.759999999999998,0.036012676462114666,0,1.0,0,2
自住装修，保养很好，可省个数，山水湾WS区，地铁口,81.8,7339,山水湾 ,万家丽北,4室2厅,111.46平米,南,其他,中楼层(共33层),中,33,板塔结合,2015年,https://cs.lianjia.com/ershoufang/104116306456.html,111.46,33.0,4.0,2.0,20.45,0.03588731383455949,0,1.0,1,1
南北通  近婚庆公园 近浏阳河 自住装修好  满五唯一,99.5,9387,鑫科明珠 ,马王堆,3室1厅,106平米,南,其他,34层,3,34,板塔结合,2012年,https://cs.lianjia.com/ershoufang/104116298125.html,106.0,34.0,3.0,1.0,33.166666666666664,0.02830188679245283,0,,1,0
五矿楼盘 此房近小区出口 楼层好 满五唯一,55.0,5934,五矿紫湖香醍 ,暮云,3室2厅,92.7平米,南,毛坯,中楼层(共18层),中,18,板塔结合,2012年,https://cs.lianjia.com/ershoufang/104116064637.html,92.7,18.0,3.0,2.0,18.333333333333332,0.032362459546925564,0,1.0,0,2
鹏哥推荐 建发好房 诚心出售 随时看房,158.0,13144,金茂建发泊悦 ,观沙岭,3室2厅,120.21平米,南,精装,中楼层(共27层) ,中,27,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104116417909.html,120.21,27.0,3.0,2.0,52.666666666666664,0.02495632642874969,0,1.0,2,1
南边苑，精装小三房，边户，楼层好，拎包入住,83.5,9182,世纪城悦江苑 ,湘江世纪城,3室2厅,90.94平米,南,精装,高楼层(共28层),高,28,塔楼,2010年,https://cs.lianjia.com/ershoufang/104113489529.html,90.94,28.0,3.0,2.0,27.833333333333332,0.03298878381350341,0,2.0,2,1
金星北品质小区 四房两厅两卫 户型好,98.0,7208,三润城 ,金星北,4室2厅,135.97平米,东南 南,毛坯,中楼层(共33层) ,中,33,塔楼,unknown,https://cs.lianjia.com/ershoufang/104113514455.html,135.97,33.0,4.0,2.0,24.5,0.02941825402662352,0,1.0,0,2
单价7000多一线湖景房吾悦广场松雅湖旁,108.0,7610,国泰九龙湾 ,松雅湖,4室2厅,141.93平米,西,其他,高楼层(共34层),高,34,塔楼,2018年,https://cs.lianjia.com/ershoufang/104116362176.html,141.93,34.0,4.0,2.0,27.0,0.028182907066863945,0,2.0,1,1
楼层不高，适合老幼年居住 环境优美 人车分流,68.0,6814,永实蔷薇国际 ,含浦,3室2厅,99.8平米,南,毛坯,低楼层(共32层) ,低,32,暂无数据,unknown,https://cs.lianjia.com/ershoufang/104114006525.html,99.8,32.0,3.0,2.0,22.666666666666668,0.030060120240480964,0,0.0,0,2
南北四房，视野开拓，户型方正，看房方便有钥匙,145.0,8689,堤亚纳湾洋房区 ,金霞,4室2厅,166.89平米,南 北,毛坯,中楼层(共6层),中,6,板楼,2018年,https://cs.lianjia.com/ershoufang/104108883586.html,166.89,6.0,4.0,2.0,36.25,0.023967883036730784,1,1.0,0,2
低密度小区，洋湖旁，业主诚心卖,100.0,7089,星语林汀湘十里 ,含浦,3室2厅,141.08平米,东,其他,中楼层(共5层) ,中,5,暂无数据,unknown,https://cs.lianjia.com/ershoufang/104110948016.html,141.08,5.0,3.0,2.0,33.333333333333336,0.021264530762687833,0,1.0,1,3
满五唯一，南北双阳台 通透户型 配套成熟楼层好环境好,130.0,11855,新城新世界四期柏樾 ,高桥,3室2厅,109.66平米,东南,其他,中楼层(共33层) ,中,33,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104115021600.html,109.66,33.0,3.0,2.0,43.333333333333336,0.027357286157213206,0,1.0,1,1
时代三期好房推荐，装修9.99成新，楼间距宽视野采光好,68.0,7783,时代倾城 ,金星北,2室2厅,87.38平米,南,其他,低楼层(共34层) ,低,34,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104111746929.html,87.38,34.0,2.0,2.0,34.0,0.022888532845044635,0,0.0,1,3
地铁口次新小区  大三房  中间楼栋 诚心卖,99.8,7976,蓝光雍锦半岛 ,岳麓其他,3室2厅,125.14平米,南,其他,低楼层(共18层),低,18,板塔结合,2020年,https://cs.lianjia.com/ershoufang/104112239358.html,125.14,18.0,3.0,2.0,33.266666666666666,0.02397315007191945,0,0.0,1,3
澳海澜庭月亮湾 清水毛坯三房两卫 诚心出售 人车分流,75.0,5722,澳海澜庭月亮湾 ,金星北,3室2厅,131.08平米,南 北,毛坯,低楼层(共34层),低,34,板楼,2018年,https://cs.lianjia.com/ershoufang/104112293679.html,131.08,34.0,3.0,2.0,25.0,0.022886786695147997,1,0.0,0,2
此房屋满五唯一，包含全屋家具家电，价格可以谈,67.8,7738,五矿紫湖香醍 ,暮云,3室2厅,87.63平米,南,精装,中楼层(共18层) ,中,18,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104113820254.html,87.63,18.0,3.0,2.0,22.599999999999998,0.03423485107839781,0,1.0,2,3
老罗推房，一线景观，中间楼层，诚心出售,56.0,7071,学林西岸 ,金星北,2室2厅,79.2平米,南 北,精装,高楼层(共30层),高,30,塔楼,2013年,https://cs.lianjia.com/ershoufang/104113985131.html,79.2,30.0,2.0,2.0,28.0,0.025252525252525252,1,2.0,2,4
实用三房，楼层好，视野开阔，户型周正,99.8,11881,润屋美院 ,德思勤,3室2厅,84平米,南 北,精装,中楼层(共17层),中,17,板塔结合,2017年,https://cs.lianjia.com/ershoufang/104113908735.html,84.0,17.0,3.0,2.0,33.266666666666666,0.03571428571428571,1,1.0,2,4
房子满五唯一，户型周正，采光好,70.0,5208,富基世纪公园 ,金星北,4室2厅,134.41平米,南,其他,低楼层(共32层),低,32,板塔结合,2018年,https://cs.lianjia.com/ershoufang/104114046572.html,134.41,32.0,4.0,2.0,17.5,0.02975969049921881,0,0.0,1,3
房东诚心出售 自住装修 采光通风好,76.8,7684,金辉优步学府 ,金星北,3室2厅,99.95平米,南,精装,低楼层(共30层) ,低,30,暂无数据,unknown,https://cs.lianjia.com/ershoufang/104116049130.html,99.95,30.0,3.0,2.0,25.599999999999998,0.030015007503751877,0,0.0,2,3
南山二期临江毛坯三房  可看江景看房随时,112.0,12721,南山雍江汇二期 ,滨江新城,3室2厅,88.05平米,东 南,毛坯,中楼层(共30层),中,30,板楼,2015年,https://cs.lianjia.com/ershoufang/104108414842.html,88.05,30.0,3.0,2.0,37.333333333333336,0.034071550255536626,0,1.0,0,2
首富13万拿下自住三房装修花了30万，满五唯一户型周正,88.8,9872,南城印象 ,喜盈门,3室2厅,89.96平米,南,精装,高楼层(共30层) ,高,30,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104115654657.html,89.96,30.0,3.0,2.0,29.599999999999998,0.03334815473543797,0,2.0,2,1
户型周正小区安静停车方便，7号线井湾子站400米,37.8,5308,轻工设计院小区 ,井湾子,2室1厅,71.22平米,南,简装,中楼层(共4层),中,4,板楼,2001年,https://cs.lianjia.com/ershoufang/104115795188.html,71.22,4.0,2.0,1.0,18.9,0.02808199943836001,0,1.0,1,0
房东诚心出售，房子精装，出价可谈,21.0,4128,江山韵 ,金星北,1室0厅,50.88平米,南,精装,低楼层(共25层),低,25,板塔结合,2013年,https://cs.lianjia.com/ershoufang/104115952093.html,50.88,25.0,1.0,0.0,21.0,0.019654088050314465,0,0.0,2,0
信和苑一区带院子的二房，诚心卖....,42.8,6370,信和苑一区 ,韶山南路,2室1厅,67.19平米,南,简装,低楼层(共6层),低,6,板楼,2004年,https://cs.lianjia.com/ershoufang/104116227667.html,67.19,6.0,2.0,1.0,21.4,0.02976633427593392,0,0.0,1,0
圭塘河风光带  精装两房 业主诚心出售,62.0,7000,水岸天际 ,喜盈门,2室2厅,88.58平米,南,精装,中楼层(共18层),中,18,板塔结合,2011年,https://cs.lianjia.com/ershoufang/104111865143.html,88.58,18.0,2.0,2.0,31.0,0.022578460149017838,0,1.0,2,3
地铁口公寓，装修保养好，拎包入住,22.0,6643,绿地中央广场 ,观沙岭,1室0厅,33.12平米,南,精装,高楼层(共33层),高,33,塔楼,2013年,https://cs.lianjia.com/ershoufang/104116348499.html,33.12,33.0,1.0,0.0,22.0,0.030193236714975848,0,2.0,2,0
麓谷软件园30W精装拎包入住自住南北通透双阳台三房！,70.0,7891,荣盛花语馨苑 ,麓谷西,3室2厅,88.71平米,南 北,精装,中楼层(共33层),中,33,塔楼,2014年,https://cs.lianjia.com/ershoufang/104108493319.html,88.71,33.0,3.0,2.0,23.333333333333332,0.03381805884342239,1,1.0,2,4
业主诚心出售，满五唯一，自住装修,78.0,7278,枫林雅苑 ,雷锋镇,3室2厅,107.18平米,南,精装,低楼层(共28层) ,低,28,板楼,unknown,https://cs.lianjia.com/ershoufang/104113010646.html,107.18,28.0,3.0,2.0,26.0,0.02799029669714499,0,0.0,2,3
树木岭地铁口 次新小区 正规两室 满五唯一 拎包入住,52.0,10390,叠彩兰亭 ,树木岭,2室1厅,50.05平米,南,精装,高楼层(共33层) ,高,33,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104114935411.html,50.05,33.0,2.0,1.0,26.0,0.03996003996003996,0,2.0,2,0
唯一住房免个税双阳台通风格局好楼层好，业主诚心出售,183.0,13410,中国铁建湘语梅溪 ,东方红,4室2厅,136.47平米,南,精装,高楼层(共31层) ,高,31,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104114990066.html,136.47,31.0,4.0,2.0,45.75,0.02931047116582399,0,2.0,2,1
次新小区 恒大江湾 精装3房 保养9成新 拎包入住,86.0,8328,恒大江湾 ,汽车东站,3室2厅,103.27平米,南,精装,低楼层(共32层) ,低,32,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104115668964.html,103.27,32.0,3.0,2.0,28.666666666666668,0.029050062941803043,0,0.0,2,3
麓谷西近地铁口，配套成熟，户型方正两室,68.0,8315,保利麓谷林语蔷薇谷 ,麓谷西,2室2厅,81.78平米,南,简装,高楼层(共11层),高,11,板塔结合,2013年,https://cs.lianjia.com/ershoufang/104115095911.html,81.78,11.0,2.0,2.0,34.0,0.024455857177794083,0,2.0,1,1
中轴线 次新小区 集中供能 三面采光的大平层 地铁口,460.0,18843,绿城招商·桂语雲峯 ,雷锋镇,5室2厅,244.13平米,南 北,精装,高楼层(共25层),高,25,板楼,2024年,https://cs.lianjia.com/ershoufang/104115493532.html,244.13,25.0,5.0,2.0,92.0,0.02048089132839061,1,2.0,2,4
地铁口房子交通便利，正规三房户型,95.0,10567,嘉宇中央 ,武广新城,3室2厅,89.91平米,南,精装,低楼层(共32层),低,32,塔楼,2013年,https://cs.lianjia.com/ershoufang/104116012403.html,89.91,32.0,3.0,2.0,31.666666666666668,0.033366700033366704,0,0.0,2,3
星荟45平一室一厅水电便宜出价谈急售诚心卖。有阳台,18.8,4211,碧桂园星荟 ,星沙其他,1室1厅,44.65平米,南,精装,低楼层(共25层),低,25,板塔结合,2021年,https://cs.lianjia.com/ershoufang/104115366224.html,44.65,25.0,1.0,1.0,18.8,0.022396416573348264,0,0.0,2,0
次新小区 正地铁口 荣盛花语城毛坯小3房 不靠高架,49.0,5517,荣盛花语城 ,万家丽北,3室2厅,88.82平米,南 北,毛坯,低楼层(共34层),低,34,板塔结合,2017年,https://cs.lianjia.com/ershoufang/104114785291.html,88.82,34.0,3.0,2.0,16.333333333333332,0.033776176536816034,1,0.0,0,2
自住精装修，大四房都可以满足您的需求,229.0,15890,北辰三角洲D2区 ,北辰三角洲,4室2厅,144.12平米,南,精装,高楼层(共38层),高,38,板塔结合,2013年,https://cs.lianjia.com/ershoufang/104114994759.html,144.12,38.0,4.0,2.0,57.25,0.027754648903691368,0,2.0,2,1
牡丹舸中高楼层优质毛坯房业主诚售,200.0,14066,牡丹舸 ,梅溪湖北岸,3室2厅,142.19平米,南,其他,中楼层(共43层),中,43,板塔结合,2017年,https://cs.lianjia.com/ershoufang/104114890953.html,142.19,43.0,3.0,2.0,66.66666666666667,0.021098530135733876,0,1.0,1,1
此房业主自住保养很好，出价就谈,105.0,10875,绿地中央广场 ,观沙岭,3室2厅,96.56平米,南,简装,高楼层(共35层),高,35,板塔结合,2013年,https://cs.lianjia.com/ershoufang/104112101631.html,96.56,35.0,3.0,2.0,35.0,0.031068765534382765,0,2.0,1,1
